	kernel1	kernel2	kernel3	kernel4	kernel5	kernel6	kernel7	stride1	stride2	stride3	stride4	stride5	stride6	stride7	cross-validation-avg-r2
1062	32	4	28	4	36	32	12	7	2	7	3	4	7	2	0.3983322486648479
1063	20	32	38	36	36	6	28	2	7	7	3	5	4	2	0.28229943017964154
1064	4	28	30	38	34	8	6	5	4	6	3	6	3	7	0.3666648317258245
1065	34	8	40	12	16	14	6	5	3	6	6	5	8	8	0.32625105622221107
1066	4	18	22	10	36	32	6	8	2	4	6	1	0	1	0.4099767918731204
1067	22	4	32	32	8	4	6	2	5	1	2	7	5	5	0.450402261699679
1068	12	32	26	36	28	10	24	6	5	1	3	2	5	7	0.4242530149677235
1069	2	38	14	2	12	12	34	5	4	5	1	4	2	1	0.3964854306412036
1070	14	34	22	36	22	24	30	3	3	3	0	2	4	4	0.4749581649990175
1071	18	30	2	14	8	6	10	3	4	1	2	6	8	3	0.4921602061904875
1072	40	40	40	40	40	40	40	2	2	2	2	2	2	2	
1073	40	40	40	40	40	40	40	2	2	2	2	2	2	2	
